season,ncaa_division,ncaa_division_formatted,team_conference_name,team_id,school_name,sport_id,school_id,url
2025,2,II,SAC,594088,Anderson (SC),WLA,13028,https://autrojans.com/sports/womens-lacrosse
2025,2,II,GLVC,594090,Missouri Western,WLA,9013,https://mwgriffons.com/sports/womens-lacrosse
2025,2,II,GLVC,594092,Maryville (MO),WLA,395,https://maryvillesaints.com/sports/womens-lacrosse
2025,2,II,G-MAC,594093,Ashland,WLA,35,https://goeagles.com/sports/womens-lacrosse
2025,2,II,Conference Carolinas,594095,Southern Wesleyan,WLA,30192,https://swuathletics.com/sports/womens-lacrosse
2025,2,II,Sunshine State,594097,Embry-Riddle (FL),WLA,9680,https://eruathletics.com/sports/womens-lacrosse
2025,2,II,Sunshine State,594098,Palm Beach Atl.,WLA,30045,https://pbusailfish.com/sports/womens-lacrosse
2025,2,II,SAC,594100,Mars Hill,WLA,1199,https://mhulions.com/sports/womens-lacrosse
2025,2,II,NE10,594101,Adelphi,WLA,3,https://aupanthers.com/sports/womens-lacrosse
2025,2,II,Gulf South,594103,Alabama Huntsville,WLA,10,https://uahchargers.com/sports/womens-lacrosse
2025,2,II,NE10,594104,American Int'l,WLA,22,https://aicyellowjackets.com/sports/womens-lacrosse
2025,2,II,NE10,594106,Assumption,WLA,36,https://assumptionathletics.com/sports/womens-lacrosse
2025,2,II,NE10,594108,Bentley,WLA,56,https://bentleyfalcons.com/sports/womens-lacrosse
2025,2,II,PSAC,594110,Bloomsburg,WLA,65,https://buhuskies.com/sports/womens-lacrosse
2025,2,II,CACC,594112,Bridgeport,WLA,74,https://bridgeportathletics.com/sports/womens-lacrosse
2025,2,II,MEC,594113,Davis & Elkins,WLA,174,https://decsports.com/sports/womens-lacrosse
2025,2,II,ECC,594115,Dist. Columbia,WLA,186,https://dufirehawks.com/sports/womens-lacrosse
2025,2,II,PSAC,594116,East Stroudsburg,WLA,197,https://esuwarriors.com/sports/womens-lacrosse
2025,2,II,PSAC,594119,Edinboro,WLA,209,https://edinborofightingscots.com/sports/womens-lacrosse
2025,2,II,Sunshine State,594120,Florida Tech,WLA,230,https://fitathletics.com/sports/womens-lacrosse
2025,2,II,Sunshine State,594122,Fla. Southern,WLA,233,https://flsouthern.com/sports/womens-lacrosse
2025,2,II,NE10,594124,Franklin Pierce,WLA,241,https://athletics.franklinpierce.edu/sports/womens-lacrosse
2025,2,II,PSAC,594126,Gannon,WLA,246,https://gannongoldenknights.com/sports/womens-lacrosse
2025,2,II,PSAC,594128,Indiana (PA),WLA,307,https://iupathletics.com/sports/womens-lacrosse
