season,ncaa_division,ncaa_division_formatted,team_conference_name,team_id,school_name,sport_id,school_id,url
2025,3,III,AMCC,594741,Mount Aloysius,WLA,30036,https://mountaloysiusmountaineers.com/sports/womens-lacrosse
2025,3,III,SCIAC,594743,Cal Lutheran,WLA,105,https://clukingsmen.com/sports/womens-lacrosse
2025,3,III,HCAC,594745,Spalding,WLA,23260,https://spaldingeagles.com/sports/womens-lacrosse
2025,3,III,C2C,594746,Warren Wilson,WLA,30236,https://wwcowls.com/sports/womens-lacrosse
2025,3,III,WIAC,594748,Wis.-Stevens Point,WLA,802,https://uwsppointers.com/sports/womens-lacrosse
2025,3,III,NACC,594751,MSOE,WLA,20220,https://msoeraiders.com/sports/womens-lacrosse
2025,3,III,WIAC,594753,Wis.-Eau Claire,WLA,793,https://uwecblugolds.com/sports/womens-lacrosse
2025,3,III,DIII Independent,594754,UChicago,WLA,137,https://uchicagoathletics.com/sports/womens-lacrosse
2025,3,III,NWC,594756,George Fox,WLA,1094,https://gfubruins.com/sports/womens-lacrosse
2025,3,III,CNE,594757,Endicott,WLA,8981,https://endicottathletics.com/sports/womens-lacrosse
2025,3,III,Great Northeast,594759,JWU (Providence),WLA,22626,https://jwuwildcatsathletics.com/sports/womens-lacrosse
2025,3,III,Skyline,594761,Farmingdale St.,WLA,27892,https://farmingdalerams.com/sports/womens-lacrosse
2025,3,III,HCAC,594763,Transylvania,WLA,28749,https://transysports.com/sports/womens-lacrosse
2025,3,III,SUNYAC,594765,SUNY Canton,WLA,30165,https://cantonathletics.com/sports/womens-lacrosse
2025,3,III,NACC,594767,Aurora,WLA,42,https://auroraspartans.com/sports/womens-lacrosse
2025,3,III,NEWMAC,594768,Babson,WLA,45,https://babsonbeavers.com/sports/womens-lacrosse
2025,3,III,OAC,594772,Capital,WLA,117,https://capitalcrusaders.com/sports/womens-lacrosse
2025,3,III,SUNYAC,594773,Cortland,WLA,168,https://cortlandreddragons.com/sports/womens-lacrosse
2025,3,III,NCAC,594774,Denison,WLA,182,https://denisonbigrededu/sports/womens-lacrosse
2025,3,III,Centennial,594775,Franklin & Marshall,WLA,239,https://fandmdiplomats.com/sports/womens-lacrosse
2025,3,III,Michigan Intercol. Ath. Assn.,594776,Hope,WLA,286,https://hopeflyingdutch.com/sports/womens-lacrosse
2025,3,III,Liberty League,594777,Ithaca,WLA,313,https://ithacabombers.com/sports/womens-lacrosse
2025,3,III,USA South,594778,Meredith,WLA,409,https://meredithavengersedu/sports/womens-lacrosse
