season,ncaa_division,ncaa_division_formatted,team_conference_name,team_id,school_name,sport_id,school_id
2025,1,1,MAC,593878,Eastern Mich.,WLA,204
2025,1,1,MAC,593879,Youngstown St.,WLA,817
2025,1,1,Big South,593880,Wofford,WLA,2915
2025,1,1,Big 12,593881,Arizona St.,WLA,28
2025,1,1,MAC,593882,Kent St.,WLA,331
2025,1,1,Patriot,593883,American,WLA,23
2025,1,1,Patriot,593884,Boston U.,WLA,68
2025,1,1,Ivy League,593885,Brown,WLA,80
2025,1,1,America East,593886,Bryant,WLA,81
2025,1,1,Patriot,593887,Bucknell,WLA,83
2025,1,1,Big East,593888,Butler,WLA,87
2025,1,1,ACC,593889,California,WLA,107
2025,1,1,Big 12,593890,UC Davis,WLA,108
2025,1,1,CAA,593891,Campbell,WLA,115
2025,1,1,MAAC,593892,Canisius,WLA,116
2025,1,1,NEC,593893,Central Conn. St.,WLA,127
2025,1,1,MAC,593894,Central Mich.,WLA,129
2025,1,1,Big 12,593895,Cincinnati,WLA,140
2025,1,1,Patriot,593896,Colgate,WLA,153
2025,1,1,Big 12,593897,Colorado,WLA,157
2025,1,1,Ivy League,593898,Columbia,WLA,158
2025,1,1,Big East,593899,UConn,WLA,164
2025,1,1,Ivy League,593900,Cornell,WLA,167
2025,1,1,Ivy League,593901,Dartmouth,WLA,172
2025,1,1,Atlantic 10,593902,Davidson,WLA,173
2025,1,1,NEC,593903,Delaware St.,WLA,178
2025,1,1,CAA,593905,Delaware,WLA,180
2025,1,1,MAC,593906,Detroit Mercy,WLA,184
2025,1,1,CAA,593907,Drexel,WLA,191
2025,1,1,ACC,593909,Duke,WLA,193
2025,1,1,Atlantic 10,593911,Duquesne,WLA,194
2025,1,1,MAAC,593913,Fairfield,WLA,220
2025,1,1,Big South,593914,Furman,WLA,244
2025,1,1,Atlantic 10,593916,George Mason,WLA,248
2025,1,1,Atlantic 10,593917,George Washington,WLA,249
2025,1,1,Big East,593919,Georgetown,WLA,251
2025,1,1,Ivy League,593921,Harvard,WLA,275
2025,1,1,CAA,593923,Hofstra,WLA,283
2025,1,1,Patriot,593924,Holy Cross,WLA,285
2025,1,1,NEC,593926,Howard,WLA,290
2025,1,1,MAAC,593928,Iona,WLA,310
2025,1,1,ASUN,593930,Jacksonville,WLA,316
2025,1,1,The American,593932,James Madison,WLA,317
2025,1,1,Big Ten,593935,Johns Hopkins,WLA,322
2025,1,1,Atlantic 10,593937,La Salle,WLA,340
2025,1,1,Patriot,593939,Lafayette,WLA,342
2025,1,1,Patriot,593941,Lehigh,WLA,352
2025,1,1,ASUN,593942,Liberty,WLA,355
2025,1,1,Big South,593944,Longwood,WLA,363
2025,1,1,ACC,593945,Louisville,WLA,367
2025,1,1,America East,593947,UMass Lowell,WLA,368
2025,1,1,MAAC,593950,Manhattan,WLA,381
2025,1,1,MAAC,593951,Marist,WLA,386
2025,1,1,Big East,593953,Marquette,WLA,387
2025,1,1,America East,593955,UMBC,WLA,391
2025,1,1,Big Ten,593957,Maryland,WLA,392
2025,1,1,Atlantic 10,593959,Massachusetts,WLA,400
2025,1,1,Big Ten,593961,Michigan,WLA,418
2025,1,1,CAA,593963,Monmouth,WLA,439
2025,1,1,MAAC,593965,Mount St. Mary's,WLA,450
2025,1,1,ACC,593967,North Carolina,WLA,457
2025,1,1,America East,593969,New Hampshire,WLA,469
2025,1,1,ACC,593971,Notre Dame,WLA,513
2025,1,1,Big Ten,593973,Ohio St.,WLA,518
2025,1,1,The American,593975,Old Dominion,WLA,523
2025,1,1,Big Ten,593976,Oregon,WLA,529
2025,1,1,Big Ten,593978,Penn St.,WLA,539
2025,1,1,Ivy League,593980,Penn,WLA,540
2025,1,1,Ivy League,593981,Princeton,WLA,554
2025,1,1,MAAC,593983,Quinnipiac,WLA,562
2025,1,1,Big South,593984,Radford,WLA,563
2025,1,1,Big Ten,593986,Rutgers,WLA,587
2025,1,1,MAAC,593987,Sacred Heart,WLA,590
2025,1,1,Atlantic 10,593989,St. Bonaventure,WLA,596
2025,1,1,NEC,593991,Saint Francis,WLA,600
2025,1,1,Atlantic 10,593993,Saint Joseph's,WLA,606
2025,1,1,Big 12,593995,San Diego St.,WLA,626
2025,1,1,MAAC,593996,Siena,WLA,639
2025,1,1,Big Ten,593998,Southern California,WLA,657
2025,1,1,ASUN,594000,Stetson,WLA,678
2025,1,1,ACC,594002,Syracuse,WLA,688
2025,1,1,The American,594004,Temple,WLA,690
2025,1,1,CAA,594006,Towson,WLA,711
2025,1,1,Patriot,594008,Army West Point,WLA,725
2025,1,1,Patriot,594010,Navy,WLA,726
2025,1,1,The American,594013,Vanderbilt,WLA,736
2025,1,1,America East,594014,Vermont,WLA,738
2025,1,1,Big East,594016,Villanova,WLA,739
2025,1,1,Atlantic 10,594018,VCU,WLA,740
2025,1,1,ACC,594019,Virginia Tech,WLA,742
2025,1,1,ACC,594021,Virginia,WLA,746
2025,1,1,NEC,594023,Wagner,WLA,748
2025,1,1,CAA,594024,William & Mary,WLA,786
2025,1,1,Big South,594026,Winthrop,WLA,792
2025,1,1,CAA,594028,Elon,WLA,1068
2025,1,1,Big South,594030,Gardner-Webb,WLA,1092
2025,1,1,ASUN,594031,Kennesaw St.,WLA,1157
2025,1,1,Big South,594034,Presbyterian,WLA,1320
2025,1,1,Big South,594035,High Point,WLA,19651
2025,1,1,The American,594038,East Carolina,WLA,196
2025,1,1,America East,594039,UAlbany,WLA,14
2025,1,1,MAAC,594041,Merrimack,WLA,410
2025,1,1,MAC,594043,Akron,WLA,5
2025,1,1,ACC,594045,Pittsburgh,WLA,545
2025,1,1,NEC,594047,Stonehill,WLA,682
2025,1,1,ASUN,594049,Queens (NC),WLA,11504
2025,1,1,ASUN,594050,Lindenwood,WLA,30136
2025,1,1,NEC,594052,FDU,WLA,222
2025,1,1,ACC,594054,Clemson,WLA,147
2025,1,1,Big East,594055,Xavier,WLA,812
2025,1,1,NEC,594057,Le Moyne,WLA,349
2025,1,1,MAAC,594059,Rider,WLA,576
2025,1,1,America East,594061,Binghamton,WLA,62
2025,1,1,ACC,594062,Boston College,WLA,67
2025,1,1,ASUN,594064,Coastal Carolina,WLA,149
2025,1,1,Big East,594065,Denver,WLA,183
2025,1,1,Big 12,594067,Florida,WLA,235
2025,1,1,NEC,594070,LIU,WLA,361
2025,1,1,Patriot,594072,Loyola Maryland,WLA,369
2025,1,1,Big South,594074,Mercer,WLA,406
2025,1,1,MAAC,594075,Niagara,WLA,482
2025,1,1,Big Ten,594077,Northwestern,WLA,509
2025,1,1,Atlantic 10,594079,Richmond,WLA,575
2025,1,1,MAC,594080,Robert Morris,WLA,579
2025,1,1,ACC,594082,Stanford,WLA,674
2025,1,1,CAA,594084,Stony Brook,WLA,683
2025,1,1,Ivy League,594086,Yale,WLA,813
2025,1,1,NEC,594135,Mercyhurst,WLA,408
2025,1,1,The American,600896,Charlotte,WLA,458
2025,1,1,Atlantic 10,601777,Rhode Island,WLA,572
2025,1,1,The American,601806,South Fla.,WLA,651
