season,ncaa_division,ncaa_division_formatted,team_conference_name,team_id,school_name,sport_id,school_id
2017,3,III,Michigan Intercol. Ath. Assn.,25729,Adrian,WLA,4
2017,3,III,Michigan Intercol. Ath. Assn.,25730,Albion,WLA,15
2017,3,III,MAC Commonwealth,25731,Albright,WLA,16
2017,3,III,Empire 8,25732,Alfred,WLA,18
2017,3,III,NCAC,25733,Allegheny,WLA,19
2017,3,III,MAC Freedom,25734,DeSales,WLA,20
2017,3,III,Michigan Intercol. Ath. Assn.,25735,Alma,WLA,21
2017,3,III,NESCAC,25736,Amherst,WLA,24
2017,3,III,Midwest Lacrosse Conference,25737,Augsburg,WLA,38
2017,3,III,CCIW,25738,Augustana (IL),WLA,40
2017,3,III,MWLC,25739,Aurora,WLA,42
2017,3,III,NEWMAC,25740,Babson,WLA,45
2017,3,III,OAC,25741,Baldwin Wallace,WLA,46
2017,3,III,NESCAC,25742,Bates,WLA,50
2017,3,III,MWLC,25743,Beloit,WLA,53
2017,3,III,NESCAC,25744,Bowdoin,WLA,69
2017,3,III,ODAC,25745,Bridgewater (VA),WLA,75
2017,3,III,MASCAC,25746,Bridgewater St.,WLA,76
2017,3,III,SUNYAC,25747,SUNY Brockport,WLA,78
2017,3,III,Centennial,25748,Bryn Mawr,WLA,82
2017,3,III,SUNYAC,25749,Buffalo St.,WLA,85
2017,3,III,CSAC,25750,Cabrini,WLA,88
2017,3,III,Michigan Intercol. Ath. Assn.,25751,Calvin,WLA,114
2017,3,III,OAC,25752,Capital,WLA,117
2017,3,III,CCIW,25753,Carroll (WI),WLA,120
2017,3,III,CCIW,25754,Carthage,WLA,121
2017,3,III,North Atlantic,25755,VTSU Castleton,WLA,123
2017,3,III,Landmark,25756,Catholic,WLA,124
2017,3,III,SAA,25757,Centre,WLA,132
2017,3,III,SCIAC,25758,Chapman,WLA,134
2017,3,III,C2C,25759,Chris. Newport,WLA,139
2017,3,III,SCIAC,25760,Claremont-M-S,WLA,142
2017,3,III,Liberty League,25761,Clarkson,WLA,146
2017,3,III,NESCAC,25762,Colby,WLA,151
2017,3,III,North Atlantic,25763,Colby-Sawyer,WLA,152
2017,3,III,Independent,25764,Colorado Col.,WLA,154
2017,3,III,MWLC,25765,Concordia Chicago,WLA,160
2017,3,III,NESCAC,25767,Connecticut Col.,WLA,163
2017,3,III,MWLC,25768,Cornell College,WLA,166
2017,3,III,SUNYAC,25769,Cortland,WLA,168
2017,3,III,CNE,25770,Curry,WLA,170
2017,3,III,NCAC,25771,DePauw,WLA,177
2017,3,III,MAC Freedom,25772,Delaware Valley,WLA,179
2017,3,III,NCAC,25773,Denison,WLA,182
2017,3,III,Centennial,25774,Dickinson,WLA,185
2017,3,III,Landmark,25775,Drew,WLA,190
2017,3,III,CCIW,25776,Dubuque,WLA,192
2017,3,III,Little East,25777,Eastern Conn. St.,WLA,200
2017,3,III,Landmark,25778,Elizabethtown,WLA,211
2017,3,III,CCIW,25779,Elmhurst,WLA,212
2017,3,III,Empire 8,25780,Elmira,WLA,213
2017,3,III,NEWMAC,25781,Emerson,WLA,214
2017,3,III,Great Northeast,25782,Emmanuel (MA),WLA,215
2017,3,III,MAC Freedom,25783,FDU-Florham,WLA,221
2017,3,III,USA South,25784,Ferrum,WLA,225
2017,3,III,MASCAC,25785,Fitchburg St.,WLA,227
2017,3,III,MASCAC,25786,Framingham St.,WLA,238
2017,3,III,Centennial,25787,Franklin & Marshall,WLA,239
2017,3,III,SUNYAC,25788,Fredonia,WLA,242
2017,3,III,C2C,25789,Frostburg St.,WLA,243
2017,3,III,SUNYAC,25790,SUNY Geneseo,WLA,247
2017,3,III,Centennial,25791,Gettysburg,WLA,258
2017,3,III,NJAC,25792,Rowan,WLA,259
2017,3,III,USA South,25793,Greensboro,WLA,263
2017,3,III,NESCAC,25794,Hamilton,WLA,267
2017,3,III,MWLC,25795,Hamline,WLA,268
2017,3,III,Empire 8,25797,Hartwick,WLA,273
2017,3,III,Centennial,25798,Haverford,WLA,276
2017,3,III,OAC,25799,Heidelberg,WLA,278
2017,3,III,NCAC,25800,Hiram,WLA,281
2017,3,III,ODAC,25801,Hollins,WLA,284
2017,3,III,Michigan Intercol. Ath. Assn.,25802,Hope,WLA,286
2017,3,III,MWLC,25803,Benedictine (IL),WLA,296
2017,3,III,CCIW,25804,Ill. Wesleyan,WLA,300
2017,3,III,CSAC,25805,Immaculata,WLA,303
2017,3,III,Empire 8,25806,Ithaca,WLA,313
2017,3,III,OAC,25807,John Carroll,WLA,320
2017,3,III,North Atlantic,25808,VTSU-Johnson,WLA,324
2017,3,III,Michigan Intercol. Ath. Assn.,25809,Kalamazoo,WLA,326
2017,3,III,NJAC,25810,Kean,WLA,329
2017,3,III,Little East,25811,Keene St.,WLA,330
2017,3,III,NCAC,25812,Kenyon,WLA,335
2017,3,III,MAC Freedom,25813,King's (PA),WLA,336
2017,3,III,MAC Commonwealth,25814,Lebanon Valley,WLA,351
2017,3,III,MWLC,25815,Loras,WLA,364
2017,3,III,MAC Commonwealth,25816,Lycoming,WLA,373
2017,3,III,ODAC,25817,Lynchburg,WLA,374
2017,3,III,North Atlantic,25818,Maine Maritime,WLA,378
2017,3,III,North Atlantic,25819,Me.-Farmington,WLA,379
