season,ncaa_division,ncaa_division_formatted,team_conference_name,team_id,school_name,sport_id,school_id
2021,3,III,SUNYAC,508593,Plattsburgh St.,WLA,547
2021,3,III,PAC,508594,Bethany (WV),WLA,59
2021,3,III,CCIW,508595,UChicago,WLA,137
2021,3,III,Great Northeast,508596,Anna Maria,WLA,26
2021,3,III,NWC,508597,Willamette,WLA,785
2021,3,III,OAC,508599,Marietta,WLA,385
2021,3,III,NWC,508600,Whitworth,WLA,1454
2021,3,III,NWC,508601,George Fox,WLA,1094
2021,3,III,CNE,508602,Gordon,WLA,1099
2021,3,III,ODAC,508603,Guilford,WLA,1112
2021,3,III,HCAC,508604,Hanover,WLA,1115
2021,3,III,SAA,508605,Hendrix,WLA,1124
2021,3,III,USA South,508606,Huntingdon,WLA,1130
2021,3,III,North Atlantic,508607,Husson,WLA,1133
2021,3,III,Empire 8,508608,Keuka,WLA,1159
2021,3,III,NWC,508609,Linfield,WLA,1179
2021,3,III,Atlantic East,508610,Neumann,WLA,1254
2021,3,III,CNE,508611,U New England,WLA,1255
2021,3,III,Skyline,508612,St. Joseph's (L.I.),WLA,1340
2021,3,III,PAC,508614,Waynesburg,WLA,1434
2021,3,III,PAC,508615,Westminster (PA),WLA,1451
2021,3,III,Skyline,508617,Mt. St. Mary (NY),WLA,1468
2021,3,III,HCAC,508618,Franklin,WLA,2694
2021,3,III,SAA,508619,Oglethorpe,WLA,2713
2021,3,III,NWC,508620,Pacific (OR),WLA,2751
2021,3,III,North Atlantic,508621,Thomas (ME),WLA,2758
2021,3,III,MAC Commonwealth,508624,Hood,WLA,8404
2021,3,III,Great Northeast,508625,Lasell,WLA,8486
2021,3,III,HCAC,508626,Mt. St. Joseph,WLA,8567
2021,3,III,CSAC,508627,Notre Dame (MD),WLA,8600
2021,3,III,Great Northeast,508628,Saint Joseph (CT),WLA,8687
2021,3,III,Michigan Intercol. Ath. Assn.,508629,St. Mary's (IN),WLA,8688
2021,3,III,SCAC,508630,Southwestern (TX),WLA,8746
2021,3,III,MAC Commonwealth,508631,Eastern,WLA,8968
2021,3,III,CNE,508632,Endicott,WLA,8981
2021,3,III,Empire 8,508634,Russell Sage,WLA,11036
2021,3,III,Atlantic East,508635,Gwynedd Mercy,WLA,12399
2021,3,III,CSAC,508636,Centenary (NJ),WLA,12884
2021,3,III,CSAC,508637,Cedar Crest,WLA,14795
2021,3,III,MAC Freedom,508638,Misericordia,WLA,16142
2021,3,III,Great Northeast,508639,Rivier,WLA,18422
2021,3,III,USA South,508640,Piedmont,WLA,21830
2021,3,III,MAC Commonwealth,508641,Stevenson,WLA,21852
2021,3,III,Great Northeast,508642,JWU (Providence),WLA,22626
2021,3,III,North Atlantic,508643,Cazenovia,WLA,23624
2021,3,III,NECC,508645,Becker,WLA,26107
2021,3,III,Skyline,508647,Farmingdale St.,WLA,27892
2021,3,III,SAA,508648,Birmingham-So.,WLA,28593
2021,3,III,HCAC,508649,Transylvania,WLA,28749
2021,3,III,Skyline,508650,Purchase,WLA,30029
2021,3,III,MWLC,508651,Northwestern-St. Paul,WLA,30031
